name
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for math, Second Quintile"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for reading, Rural"
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for math, Second Quintile"
"Learning Deprivation Severity;PISA 2015 for grade 15Y using MPL Level 2 for math, Second Quintile"
Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for science
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for science, Second Quintile"
"Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for math, Urban"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for math, Rural"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for reading, Fifth Quintile"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for math, Third Quintile"
"Learning Deprivation Severity;PISA 2018 for grade 15Y using MPL Level 2 for math, Urban"
Expected Years of School
"Learning Deprivation Severity;PISA-D for grade 15Y using  for math, Rural"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Third Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Urban"
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Fifth Quintile"
Learning Deprivation Severity;PISA 2018 for grade 15Y using MPL Level 2 for math
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for math, Rural"
Learning Deprivation Gap;PISA-D for grade 15Y using  for math
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading, Second Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Second Quintile"
"Learning Deprivation Severity;PISA-D for grade 15Y using  for math, Second Quintile"
"Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for reading, Second Quintile"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for reading, Rural"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Urban"
Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for math
Learning Deprivation Gap;PISA-D for grade 15Y using  for reading
"Learning Deprivation Severity;PISA 2012 for grade 15Y using MPL Level 2 for math, Fourth Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Urban"
Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Urban"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Third Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Rural"
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for math, Fourth Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Rural"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for math, Fourth Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Fifth Quintile"
"Learning Deprivation Severity;PISA 2018 for grade 15Y using MPL Level 2 for math, Fourth Quintile"
Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for math
Fraction of Children Under 5 Not Stunted
Harmonized Test Scores
"Learning Deprivation Severity;PISA 2015 for grade 15Y using MPL Level 2 for math, Urban"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for math, Fourth Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Fourth Quintile"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for math, Fifth Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for math, Second Quintile"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for math, Second Quintile"
Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for reading, Fifth Quintile"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Rural"
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Second Quintile"
Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for math
"Learning Deprivation Severity;PISA 2012 for grade 15Y using MPL Level 2 for math, Second Quintile"
"Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for reading, Rural"
"Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for math, Rural"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for reading, Fourth Quintile"
"Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for reading, Third Quintile"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Fourth Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for math, Fifth Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Third Quintile"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Urban"
"Learning Deprivation Severity;PISA 2018 for grade 15Y using MPL Level 2 for math, Second Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for math, Third Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Fourth Quintile"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for science, Third Quintile"
"Learning Deprivation Severity;PISA 2012 for grade 15Y using MPL Level 2 for math, Urban"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for science, Fifth Quintile"
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for math, Urban"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Fourth Quintile"
Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for science
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for science, Fourth Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Rural"
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for science, Third Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for math, Fifth Quintile"
"Learning Deprivation Severity;PISA 2015 for grade 15Y using MPL Level 2 for math, Third Quintile"
Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for reading
"Learning Deprivation Gap;PISA-D for grade 15Y using  for math, Third Quintile"
Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for reading
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Fourth Quintile"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for reading, Urban"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for math, Second Quintile"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for math, Rural"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for math, Third Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Fifth Quintile"
"Human Capital Index (HCI), Upper Bound (scale 0-1)"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for reading, Third Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Second Quintile"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for math, Fourth Quintile"
"Learning Deprivation Severity;PISA-D for grade 15Y using  for math, Third Quintile"
Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for math
"Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for math, Third Quintile"
Learning Deprivation Severity;PISA-D for grade 15Y using  for math
"Learning Deprivation Gap;PISA-D for grade 15Y using  for reading, Second Quintile"
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for math, Third Quintile"
"Learning Deprivation Severity;PISA 2009 for grade 15Y using MPL Level 2 for reading, Third Quintile"
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Fifth Quintile"
"Learning Deprivation Severity;PISA 2015 for grade 15Y using MPL Level 2 for math, Fifth Quintile"
Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading
Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for math
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for math, Urban"
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Second Quintile"
"Learning Deprivation Severity;PISA-D for grade 15Y using  for math, Fifth Quintile"
"Learning Deprivation Severity;PISA for grade 15Y using MPL Level 2 for math, Fourth Quintile"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for science, Fourth Quintile"
Learning-Adjusted Years of School
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for reading, Third Quintile"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for math, Third Quintile"
Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for math
Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for science, Fourth Quintile"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for math, Urban"
"Learning Deprivation Severity;PISA 2018 for grade 15Y using MPL Level 2 for math, Fifth Quintile"
"Learning Deprivation Severity;PISA 2018 for grade 15Y using MPL Level 2 for math, Rural"
"Learning Deprivation Severity;PISA-D for grade 15Y using  for math, Urban"
Survival Rate from Age 15-60
Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science, Fifth Quintile"
Human Capital Index (HCI) (scale 0-1)
"Learning Deprivation Severity;PISA 2018 for grade 15Y using MPL Level 2 for math, Third Quintile"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for science, Rural"
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading, Urban"
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for math, Fourth Quintile"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for science, Fourth Quintile"
"Learning Deprivation Severity;PISA 2015 for grade 15Y using MPL Level 2 for math, Rural"
"Learning Deprivation Gap;PISA for grade 15Y using MPL Level 2 for reading, Second Quintile"
"Learning Deprivation Gap;PISA-D for grade 15Y using  for science, Urban"
"Learning Deprivation Gap;PISA 2015 for grade 15Y using MPL Level 2 for reading, Fourth Quintile"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for reading, Third Quintile"
Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for science
"Learning Deprivation Gap;PISA-D for grade 15Y using  for math, Fifth Quintile"
"Learning Deprivation Gap;PISA 2009 for grade 15Y using MPL Level 2 for science, Rural"
"Learning Deprivation Gap;PISA 2018 for grade 15Y using MPL Level 2 for math, Second Quintile"
"Human Capital Index (HCI), Lower Bound (scale 0-1)"
"Learning Deprivation Gap;PISA 2012 for grade 15Y using MPL Level 2 for math, Rural"
