INDICATOR_ROOT
SE.CLO.6.PRF.M.PSC
SE.CLO.6.LDGAP.R.PSC
SE.CLO.6.PRF.R.PSC
SE.CLO.6.LDGAP.M.PSC
SE.CLO.6.LDSEV.M.TMS
SE.CLO.6.PRF.R.LLC
SE.CLO.8.LDGAP.S.TMS
SE.CLO.8.PRF.S.TMS
SE.CLO.6.PRF.S.TMS
SE.CLO.8.LDGAP.M.TMS
SE.CLO.9.LDGAP.M.TMS
SE.CLO.8.PRF.M.TMS
SE.CLO.8.LDSEV.S.TMS
SE.CLO.8.LDSEV.M.TMS
SE.LPV.PRIM.LPSEV
UIS.CR.1.F.WPIA
SE.LPV.PRIM.BMP
UIS.ADMI.ENDOFPRIM.READ
SE.CLO.9.PRF.M.TMS
UIS.ADMI.ENDOFLOWERSEC.MAT
UIS.AIDEDUC.LOWINCOMECOUNT
SE.CLO.9.LDGAP.S.TMS
SE.LPV.PRIM.LDSEV
UIS.ADMI.GRADE2OR3PRIM.MAT
UIS.AIR.2.GPV.GLAST.GPIA
UIS.ADMI.GRADE2OR3PRIM.READ
SE.LPV.PRIM.LDGAP
UIS.CR.1.F.LPIA
SE.CLO.9.PRF.S.TMS
UIS.CEAGE
UIS.ASTAFF.6T8
SE.LPV.PRIM.LPGAP
UIS.CR.1.M.LPIA
SE.LPV.PRIM.LD
UIS.CR.1.GPIA
SE.LPV.POP.PRIM
SE.CLO.9.LDSEV.M.TMS
UIS.ADMI.ENDOFPRIM.MAT
UIS.CR.1.LPIA
UIS.ADMI.ENDOFLOWERSEC.READ
UIS.CR.1.M.WPIA
SE.LPV.PRIM
SE.CLO.9.LDSEV.S.TMS
SE.LPV.PRIM.OOS
SE.LPV.PRIM.SD
SE.LPV.POP
UIS.CR.1
UIS.AIR.1.GLAST.GPIA
UIS.EA.3T6
UIS.EA.4T6
UIS.CR.2.M.LPIA
UIS.E.02
UIS.EA.6T8
UIS.CR.2.M.WPIA
UIS.E.6
UIS.EA.1T8.GPIA
UIS.CR.3.M.WPIA
UIS.E.01.T
UIS.CR.3.WPIA
UIS.EA.2T6
UIS.EA.5
UIS.CR.2
UIS.CR.2.WPIA
UIS.CR.3.LPIA
UIS.CR.1.WPIA
UIS.CR.3.F.LPIA
UIS.EA.2
UIS.EA.4T8.GPIA
UIS.E.0
UIS.E.3
UIS.E.8
UIS.CR.3.F.WPIA
UIS.CR.3.M.LPIA
UIS.E.58
UIS.EA.7T8.GPIA
UIS.EA.6
UIS.EA.5T8.GPIA
UIS.E.1
UIS.E.0.T
UIS.EA.1T6
UIS.E.7
UIS.EA.4
UIS.EA.7
UIS.E.23
UIS.CR.2.F.LPIA
UIS.CR.2.GPIA
UIS.EA.7T8
UIS.CR.3
UIS.EA.6T8.GPIA
UIS.E.2
UIS.E.4
UIS.E.5
UIS.EA.3T8.GPIA
UIS.EA.5T8
UIS.EA.3
UIS.E.01
UIS.EA.2T8.GPIA
UIS.CR.2.LPIA
UIS.CR.2.F.WPIA
UIS.EA.1
UIS.CR.3.GPIA
UIS.ESG.LOWERSEC.NCOG.CONF.GPI
UIS.LP
UIS.ICTSKILLCREAT
UIS.GCS.LOWERSEC.NCOG.SJUS
UIS.GER.4
UIS.GAR.5T8.M.WPIA
UIS.GTVP.4.GPV
UIS.ICTSKILLCONNEC
UIS.ICTSKILLCREAT.GPIA
UIS.GCS.LOWERSEC.NCOG.MULT.GPI
UIS.GTVP.23.GPV
UIS.FHLANGILP.1.GPIA
UIS.FTP.2
UIS.ICTSKILLATTACH.GPIA
UIS.GAR.5T8.F.LPIA
UIS.FHLANGILP.1.HIGHSES
UIS.GAR.5T8.F.WPIA
UIS.ICTSKILLCOPI.GPIA
UIS.EV1524P.2T5.V.GPIA
UIS.GCS.LOWERSEC.GPIA
UIS.GCS.LOWERSEC.NCOG.GLOC
UIS.GER.01.GPIA
UIS.LR.LPIA
UIS.LR.M.LPIA
UIS.ESG.LOWERSEC.GPIA
UIS.GCS.LOWERSEC
UIS.GER.1T6.GPI
UIS.GER.3.GPI
UIS.FHLANGILP.1
UIS.GTVP.4.V
UIS.GCS.LOWERSEC.NCOG.SJUS.GPI
UIS.EA.8.GPIA
UIS.GER.0
UIS.EA.S1
UIS.GCS.LOWERSEC.NCOG.SDEV.GPI
UIS.GER.12.GPI
UIS.GGR.5.A.GPI
UIS.LR.F.LPIA
UIS.EA.NS
UIS.ILLPOP
UIS.GCS.LOWERSEC.NCOG.GEQU
UIS.ICTSKILLTRANSFERFILE
UIS.EA.S1T8
UIS.GTVP.2.GPV
UIS.GAR.5T8.WPIA
UIS.GCS.LOWERSEC.COG.GPIA
UIS.GCS.LOWERSEC.NCOG.GEQU.GPI
UIS.FTP.3
UIS.GCS.LOWERSEC.NCOG.GLOC.GPI
UIS.ILLPOPF
UIS.EA.UK
UIS.GCS.LOWERSEC.NCOG.FREE
UIS.FOSGP.5T8.F400
UIS.FOSGP.5T8.FNON500600700
UIS.FOSGP.5T8.F500600700
UIS.GER.4.GPI
UIS.GER.02.GPIA
UIS.ICTSKILLDUPLIC
UIS.GCS.LOWERSEC.NCOG.FREE.GPI
UIS.ESG.LOWERSEC.NCOG.ENJO.GPI
UIS.GCS.LOWERSEC.NCOG.MULT
UIS.ICTSKILLDUPLIC.GPIA
UIS.FHLANGILP.1.WPIA
UIS.GER.2.GPI
UIS.GCS.LOWERSEC.NCOG.SDEV
UIS.ESG.LOWERSEC.COGN.GPIA
UIS.GCS.LOWERSEC.NCOG.PEAC
UIS.ICTSKILLFORMULA.GPIA
UIS.ICTSKILLTRANSFERFILE.GPIA
UIS.GER.01
UIS.ICTSKILLPROGLANG.GPIA
UIS.GER.123
UIS.FOSGP.5T8.F600
UIS.GER.5T8.GPIA
UIS.GER.1T6
UIS.GCS.LOWERSEC.COG
UIS.LR
UIS.EV1524P.2T5.V
UIS.GER.0.GPIA
UIS.GER.12
UIS.ICTSKILLCOPI
UIS.FTP.4
UIS.LR.GPIA
UIS.GTVP.3.V
UIS.ESG.LOWERSEC
UIS.ICTSKILLCONNEC.GPIA
UIS.ICTSKILLSOFTWARE.GPIA
UIS.ESG.LOWERSEC.NCOG.ENJO
UIS.EA.8
UIS.GTVP.2.V
UIS.ICTSKILLATTACH
UIS.EA.MEAN.1T6
UIS.GCS.LOWERSEC.NCOG.PEAC.GPI
UIS.GAR.5T8.GPIA
UIS.EA.S1T8.GPIA
UIS.ESG.LOWERSEC.NCOG.CONF
UIS.GTVP.3.GPV
UIS.ICTSKILLPROGLANG
UIS.LPP
UIS.GAR.5T8.LPIA
UIS.FHLANGILP.1.LOWSES
UIS.ICTSKILLSOFTWARE
UIS.ICTSKILLFORMULA
UIS.FHLANGILP.1.LPIA
UIS.ESG.LOWERSEC.COGN
UIS.GAR.5T8
UIS.GAR.5T8.M.LPIA
UIS.MATH.G2T3.LPIA
UIS.MATH.G2T3
UIS.MATH.PRIMARY.NONNATIVE
UIS.MATH.PRIMARY.WPIA
UIS.MSEP.56
UIS.MATH.G2T3.RURAL
UIS.NARA.AGM1.F.WPIA
UIS.NARA.AGM1
UIS.NARA.AGM1.LPIA
UIS.MATH.LOWERSEC.WPIA
UIS.NART.1
UIS.MATH.G2T3.LOWSES
UIS.MATH.PRIMARY.LPIA
UIS.NARA.AGM1.M.LPIA
UIS.NARA.AGM1.F.LPIA
UIS.MATH.G2T3.GPIA
UIS.NART.1.M.LPIA
UIS.NARA.AGM1.GPIA
UIS.NARA.AGM1.M.WPIA
UIS.MATH.G2T3.LANGTEST
UIS.MATH.PRIMARY.NATIVE
UIS.NART.1.M.WPIA
UIS.MATH.LOWERSEC.NONNATIVE
UIS.MATH.G2T3.HIGHSES
UIS.N.ATTACKS
UIS.NART.1.WPIA
UIS.MATH.LOWERSEC.HIGHSES
UIS.MS.56.T
UIS.MATH.G2T3.NATIVE
UIS.MATH.G2T3.NONLANGTEST
UIS.MATH.LOWERSEC.LANGTEST
UIS.NART.2
UIS.MATH.PRIMARY.NONLANGTEST
UIS.NART.1.GPIA
UIS.MENFR.56
UIS.NART.1.F.LPIA
UIS.NART.2.M.WPIA
UIS.MATH.G2T3.LTPIA
UIS.MATH.PRIMARY.NPIA
UIS.NART.1.F.WPIA
UIS.MATH.PRIMARY.RURAL
UIS.NART.2.GPIA
UIS.MATH.G2T3.WPIA
UIS.MATH.LOWERSEC.LTPIA
UIS.MATH.PRIMARY.HIGHSES
UIS.MATH.PRIMARY.URBAN
UIS.MATH.LOWERSEC.RURAL
UIS.MATH.LOWERSEC.URBAN
UIS.MATH.LOWERSEC.NATIVE
UIS.MATH.LOWERSEC.LOWSES
UIS.MENF.56
UIS.NART.2.M.LPIA
UIS.NART.1.LPIA
UIS.MATH.LOWERSEC
UIS.MS.56
UIS.MATH.PRIMARY.LOWSES
UIS.MATH.PRIMARY.LTPIA
UIS.MATH.PRIMARY.GPIA
UIS.NART.2.F.LPIA
UIS.MATH.PRIMARY.LANGTEST
UIS.MATH.G2T3.NPIA
UIS.MATH.LOWERSEC.NONLANGTEST
UIS.MATH.G2T3.URBAN
UIS.NART.2.F.WPIA
UIS.MATH.LOWERSEC.LPIA
UIS.MATH.LOWERSEC.GPIA
UIS.MATH.G2T3.NONNATIVE
UIS.NART.2.LPIA
UIS.NARA.AGM1.WPIA
UIS.MATH.LOWERSEC.NPIA
UIS.MATH.PRIMARY
UIS.PTRHC.1.QUALIFIED
UIS.PER.11T15.BULLIED.NPIA
UIS.OFST.AGM1.CP
UIS.POSTIMUENV
UIS.PTRHC.2.TRAINED
UIS.R.2.GPV.G1
UIS.ODAFLOW.VOLUMESCHOLARSHIP
UIS.QUTP.3
UIS.R.1.GUK
UIS.NART.3.M.WPIA
UIS.NERT.3.GPI
UIS.PTRHC.2T3.QUALIFIED
UIS.NERT.2.GPI
UIS.OAEPG.1.GPIA
UIS.QUTP
UIS.PRYA.12MO
UIS.PER.11T15.BULLIED.GPIA
UIS.QUTP.02
UIS.QUTP.3.GPIA
UIS.R.1.G5
UIS.OFST.1T3.M.CP
UIS.POSTIMUENV.WQ1
UIS.OFST.3.CP
UIS.QUTP.2T3.GPIA
UIS.OFST.AGM1.M.CP
UIS.NERT.2
UIS.OAEPG.2.GPV.GPIA
UIS.OFST.1T2.F.CP
UIS.QUTP.1
UIS.PTRHC.2T3.TRAINED
UIS.NERA.AGM1
UIS.PER.11T15.BULLIED.WPIA
UIS.PRP.0
UIS.POSTIMUENV.WPIA
UIS.PTRHC.02.TRAINED
UIS.NART.3.F.WPIA
UIS.PRP.3
UIS.R.1.G6
UIS.OFST.2
UIS.R.1.G2
UIS.PTRHC.3.TRAINED
UIS.OFST.AGM1.F.CP
UIS.R.2.GPV
UIS.OFST.1T2.M.CP
UIS.OAEPG.1
UIS.POSTIMUENV.LPIA
UIS.NART.3.F.LPIA
UIS.OFST.3.M.CP
UIS.NART.3.GPIA
UIS.OE.56.40510
UIS.R.1.G3
UIS.PER.11T15.BULLIED.NATIVE
UIS.PER.11T15.BULLIED
UIS.PER.11T15.BULLIED.LOWSES
UIS.NERT.3
UIS.POSTIMUENV.GPIA
UIS.QUTP.2T3
UIS.QUTP.2.GPIA
UIS.OFST.1T3.F.CP
UIS.R.1
UIS.OFST.1T3.CP
UIS.QUTP.02.GPIA
UIS.PRP.01
UIS.PTRHC.02.QUALIFIED
UIS.OAEPG.2.GPV
UIS.R.1.G7
UIS.NART.3.M.LPIA
UIS.PTRHC.1.TRAINED
UIS.POSTIMUENV.WQ5
UIS.ONTRACK.THREE.DOMAINS.GPIA
UIS.PER.11T15.BULLIED.HIGHSES
UIS.NERA.AGM1.GPIA.CP
UIS.OFST.1T2.CP
UIS.NART.2.WPIA
UIS.OMR.56
UIS.PER.11T15.BULLIED.NON
UIS.NERT.1.GPI
UIS.OFST.2T3.CP
UIS.OFST.2T3.M.CP
UIS.NART.3
UIS.OFST.3.F.CP
UIS.PRP.4
UIS.QUTP.1.GPIA
UIS.NART.3.LPIA
UIS.NERT.1
UIS.R.1.G1
UIS.PLILLITP
UIS.PRP.2
UIS.PRYA.12MO.GPI
UIS.QUTP.2
UIS.R.1.G4
UIS.NART.3.WPIA
UIS.PTRHC.3.QUALIFIED
UIS.OFST.2T3.F.CP
UIS.ONTRACK.THREE.DOMAINS
UIS.PTRHC.2.QUALIFIED
UIS.ROFST.AGM1.CP
UIS.ROFST.H.2.F.LPIA
UIS.READ.LOWERSEC.NONLANGTEST
UIS.READ.G2T3.NPIA
UIS.REPR.1.G7
UIS.READ.LOWERSEC
UIS.ROFST.3.CP
UIS.R.2.GPV.G5
UIS.READ.G2T3.LPIA
UIS.ROFST.3.M.CP
UIS.REPR.1.G4
UIS.READ.PRIMARY.NATIVE
UIS.ROFST.AGM1.M.CP
UIS.READ.PRIMARY.RURAL
UIS.READ.PRIMARY.LTPIA
UIS.READ.G2T3.NATIVE
UIS.READ.PRIMARY.LANGTEST
UIS.REPR.2.GPV.G4
UIS.ROFST.1T3.CP
UIS.REPR.1.G1
UIS.READ.PRIMARY.URBAN
UIS.READ.LOWERSEC.LTPIA
UIS.READ.LOWERSEC.NONNATIVE
UIS.ROFST.H.1.M.LPIA
UIS.READ.LOWERSEC.NPIA
UIS.REPR.1
UIS.ROFST.3.F.CP
UIS.READ.LOWERSEC.RURAL
UIS.ROFST.1T2.M.CP
UIS.ROFST.2
UIS.READ.G2T3
UIS.ROFST.H.1.LPIA
UIS.ROFST.H.1.F.WPIA
UIS.READ.PRIMARY.LPIA
UIS.REPR.1.G5
UIS.ROFST.1T2.GPIA.CP
UIS.ROFST.H.1.M.WPIA
UIS.ROFST.1T2.F.CP
UIS.ROFST.H.2.GPIA
UIS.R.2.GPV.G6
UIS.REPR.2.GPV.G2
UIS.ROFST.3.GPIA.CP
UIS.READ.PRIMARY.NONLANGTEST
UIS.ROFST.1T3.M.CP
UIS.ROFST.AGM1.F.CP
UIS.ROFST.1.GPIA.CP
UIS.ROFST.H.2.LPIA
UIS.ROFST.H.2.M.WPIA
UIS.READ.LOWERSEC.NATIVE
UIS.REPR.1.G3
UIS.REPR.2.GPV.G5
UIS.READ.LOWERSEC.LANGTEST
UIS.ROFST.1
UIS.READ.G2T3.RURAL
UIS.ROFST.H.1.WPIA
UIS.READ.G2T3.LOWSES
UIS.READ.G2T3.HIGHSES
UIS.ROFST.AGM1.GPIA.CP
UIS.REPR.2.GPV.G1
UIS.READ.LOWERSEC.WPIA
UIS.READ.PRIMARY.GPIA
UIS.READ.LOWERSEC.URBAN
UIS.READ.PRIMARY.LOWSES
UIS.READ.LOWERSEC.LOWSES
UIS.READ.G2T3.LANGTEST
UIS.REPR.1.G6
UIS.ROFST.H.2.M.LPIA
UIS.ROFST.H.1.F.LPIA
UIS.READ.LOWERSEC.GPIA
UIS.READ.PRIMARY.NPIA
UIS.ROFST.1T3.GPIA.CP
UIS.ROFST.2T3.M.CP
UIS.READ.PRIMARY.HIGHSES
UIS.READ.G2T3.NONNATIVE
UIS.READ.LOWERSEC.HIGHSES
UIS.READ.PRIMARY.NONNATIVE
UIS.ROFST.1T2.CP
UIS.READ.G2T3.WPIA
UIS.READ.G2T3.NONLANGTEST
UIS.READ.G2T3.URBAN
UIS.ROFST.1T3.F.CP
UIS.REPR.2.GPV
UIS.READ.PRIMARY.WPIA
UIS.REPR.2.GPV.G3
UIS.READ.LOWERSEC.LPIA
UIS.ROFST.2T3.GPIA.CP
UIS.R.2.GPV.G2
UIS.ROFST.2.GPIA.CP
UIS.ROFST.2T3.CP
UIS.R.2.GPV.GUK
UIS.READ.PRIMARY
UIS.ROFST.H.1.GPIA
UIS.R.2.GPV.G4
UIS.ROFST.2T3.F.CP
UIS.R.2.GPV.G3
UIS.ROFST.H.2.F.WPIA
UIS.READ.G2T3.LTPIA
UIS.REPR.1.G2
UIS.READ.G2T3.GPIA
UIS.ROFST.H.1
UIS.ROFST.H.2
UIS.SCHBSP.2.WTOILA
UIS.SCHBSP.1.WELEC
UIS.SLE.1T2.GPI
UIS.ROFST.H.3.F.WPIA
UIS.ROFST.H.2.WPIA
UIS.SLE.02
UIS.SCHBSP.1.WWASH
UIS.SAP.01
UIS.SCHBSP.3.WTOILA
UIS.SLE.23
UIS.SCHBSP.3.WCOMPUT
UIS.SCHBSP.2T3.WCOMPUT
UIS.SCHBSP.1.WCOMPUT
UIS.SCHBSP.1.WHIVSEXED
UIS.SCHBSP.3.WHIVSEXED
UIS.SCHBSP.3.WWASH
UIS.ROFST.H.3.LPIA
UIS.SCHBSP.1.WINTERN
UIS.ROFST.H.3.M.WPIA
UIS.ROFST.H.3.M.LPIA
UIS.ROFST.H.3.WPIA
UIS.SCHBSP.3.WWATA
UIS.SCHBSP.2T3.WINTERN
UIS.SAP.23.GPV.G1
UIS.SAP.4
UIS.SCHBSP.1.WWATA
UIS.SCHBSP.2.WWASH
UIS.SCHBSP.2.WELEC
UIS.ROFST.H.3.GPIA
UIS.SCHBSP.3.WINFSTUDIS
UIS.SCHBSP.1.WTOILA
UIS.SLE.1T6.GPI
UIS.ROFST.H.3.F.LPIA
UIS.SCHBSP.2.WCOMPUT
UIS.SCHBSP.2.WHIVSEXED
UIS.SLE.1
UIS.SLE.12
UIS.SLE.02.GPI
UIS.SLE.23.GPI
UIS.ROFST.H.3
UIS.SAP.1.G1
UIS.SCHBSP.2.WWATA
UIS.SCHBSP.3.WELEC
UIS.SCHBSP.2.WINTERN
UIS.SCHBSP.2.WINFSTUDIS
UIS.SLE.123
UIS.SCHBSP.3.WINTERN
UIS.SLE.123.GPI
UIS.SAP.CE
UIS.SAP.0
UIS.SAP.1.AGM1
UIS.SCHBSP.1.WINFSTUDIS
UIS.SLE.1.GPI
UIS.X.US.UK.FSGOV
SE.COM.DURS
UIS.TRTP.3
UIS.T.5
UIS.YEARS.FC.COMP.1T3
SE.PRM.BNLG.4
UIS.XSPENDP.56.FDPUB.FNNTS
UIS.X.US.2T3.FSGOV
UIS.X.USCONST.5T8.FSGOV
UIS.XSPENDP.3.FDPUB.FNTS
SE.PRM.BQBR.5
UIS.THDUR.0
UIS.X.PPP.5T8.FSGOV
UIS.XSPENDP.23.FDPUB.FNCAP
UIS.YADULT.PROFINUMERACY.HSES
UIS.X.USCONST.2.FSGOV
UIS.XUNIT.PPPCONST.5T8.FSHH
SE.PRM.BIMP.2
SE.TCHR
SE.PRM.BMAC.2
UIS.XSPENDP.4.FDPUB.FNNONS
UIS.YEARS.FC.COMP.02
UIS.SLE.56
UIS.X.US.1.FSGOV
UIS.YR.ST.MON.01T5
SE.PRM.BNLG.3
UIS.XSPENDP.FDPUB.FNS
UIS.X.US.2.FSGOV
UIS.XUNIT.PPPCONST.02.FSGOV
UIS.XSPENDP.23.FDPUB.FNTS
UIS.XSPENDP.FDPUB.FNTS
UIS.XSPENDP.02.FDPUB.FNNTS
UIS.XSPENDP.56.FDPUB.FNS
UIS.TATTRR.2T3.GPV
UIS.X.PPP.02.FSGOV
UIS.XSPENDP.0.FDPUB.FNS
UIS.SLE.4.GPI
UIS.X.PPPCONST.3.FSGOV
SE.PRM.AGES
SE.PRM.BMAC.1
SE.PRIV.ZS
UIS.XSPENDP.1.FDPUB.FNCAP
UIS.XUNIT.GDPCAP.02.FSGOV
SE.PRM.BIMP.1
SE.PRM.BMAC.3
UIS.XSPENDP.0.FDPUB.FNNONS
UIS.YR.ST.MON.6T8
UIS.XUNIT.GDPCAP.1.FSHH
UIS.YADULT.PROFINUMERACY.WPIA
SE.ENRR
SE.ADT.LT.ZS
SE.PRM.BFIN.2
SE.PRM.BQBR.2
UIS.XSPENDP.3.FDPUB.FNCAP
UIS.XGDP.3.FSGOV
SE.PRM.BNLG.2
UIS.X.PPP.2T4.V.FSGOV
UIS.XSPENDP.02.FDPUB.FNTS
UIS.X.PPP.UK.FSGOV
UIS.XSPENDP.23.FDPUB.FNNONS
UIS.XSPENDP.3.FDPUB.FNNONS
UIS.THAGE.0
UIS.XUNIT.PPPCONST.1.FSGOV
UIS.TATTRR.1.GPIA
UIS.THAGE.02
UIS.TATTRR.1.T
UIS.X.USCONST.1.FSGOV
UIS.XSPENDP.0.FDPUB.FNCUR
UIS.YADULT.PROFINUMERACY.LSES
UIS.THDUR.01
UIS.X.PPPCONST.5T8.FSGOV
UIS.XSPENDP.56.FDPUB.FNTS
UIS.XSPENDP.FDPUB.FNNONS
UIS.XSPENDP.0.FDPUB.FNCAP
UIS.XSPENDP.FDPUB.FNNTS
UIS.X.PPPCONST.02.FSGOV
UIS.X.PPPCONST.FSGOV
UIS.XSPENDP.56.FDPUB.FNNONS
UIS.TRTP.2.GPIA
UIS.XUNIT.GDPCAP.23.FSGOV
SE.PRM.BIMP.4
UIS.XGDP.2T4.V.FSGOV
UIS.T.23
UIS.SR.1.G4.GPI
UIS.TATTRR
UIS.YADULT.PROFINUMERACY.NAT
UIS.THDUR.02
UIS.YADULT.PROFINUMERACY.NPIA
SE.PRM.BIMP.5
UIS.XSPENDP.23.FDPUB.FNBOOKS
SE.TCHR.ZS
UIS.X.PPP.2.FSGOV
UIS.X.USCONST.2T3.FSGOV
UIS.TATTRR.02.GPIA
UIS.TRTP.02
UIS.X.PPPCONST.2T4.V.FSGOV
UIS.XSPENDP.2.FDPUB.FNTS
UIS.XGDP.1.FSGOV
UIS.TRTP.3.GPIA
UIS.X.PPPCONST.4.FSGOV
UIS.YR.ST.6T8
UIS.SR.1.G5.GPI
UIS.XSPENDP.FDPUB.FNCAP
UIS.YADULT.PROFILITERACY.NPIA
UIS.XSPENDP.1.FDPUB.FNCUR
UIS.XSPENDP.56.FDPUB.FNCUR
UIS.XSPENDP.2.FDPUB.FNNTS
SE.PRM.BFIN.4
UIS.TATTRR.02
UIS.TATTRR.3.GPIA
UIS.XSPENDP.4.FDPUB.FNS
UIS.XUNIT.PPPCONST.1.FSHH
UIS.T.01
UIS.XUNIT.PPPCONST.5T8.FSGOV
UIS.YADULT.PROFILITERACY
UIS.YADULT.PROFILITERACY.NAT
UIS.THAGE.01
UIS.X.PPPCONST.UK.FSGOV
UIS.XSPENDP.1.FDPUB.FNS
SE.PRM.BQBR.4
UIS.XGDP.4.FSGOV
UIS.THDUR.4.A.GPV
UIS.X.PPPCONST.2.FSGOV
SE.PRM.ATTD
UIS.X.US.2T4.V.FSGOV
UIS.TATTRR.3.T
UIS.XUNIT.PPPCONST.23.FSGOV
UIS.T.3
UIS.TRTP.1.GPIA
UIS.XSPENDP.4.FDPUB.FNCAP
UIS.SLE.4
UIS.TRTP.2T3.GPIA
UIS.YADULT.PROFINUMERACY.GPIA
UIS.THAGE.4.A.GPV
UIS.XSPENDP.23.FDPUB.FNNTS
UIS.X.PPPCONST.2T3.FSGOV
SE.ENRL
UIS.XUNIT.PPPCONST.2.FSGOV
UIS.XSPENDP.56.FDPUB.FNCAP
UIS.T.02
UIS.XSPENDP.2.FDPUB.FNCAP
UIS.XSPENDP.3.FDPUB.FNNTS
UIS.XSPENDP.4.FDPUB.FNNTS
UIS.XUNIT.GDPCAP.5T8.FSGOV
UIS.TATTRR.3
UIS.X.USCONST.FSGOV
UIS.TRTP.2
UIS.XSPENDP.23.FDPUB.FNS
UIS.X.PPP.FSGOV
UIS.XSPENDP.3.FDPUB.FNS
SE.PRM.BMAC.4
UIS.YEARS.FC.FREE.02
UIS.XUNIT.GDPCAP.2.FSGOV
SE.PRM.BQBR.1
UIS.T.1
UIS.XSPENDP.2.FDPUB.FNNONS
UIS.YADULT.PROFILITERACY.HSES
UIS.YADULT.PROFILITERACY.NON
SE.ENR.FM.ZS
UIS.X.PPP.3.FSGOV
UIS.X.PPPCONST.1.FSGOV
UIS.X.USCONST.02.FSGOV
UIS.XSPENDP.4.FDPUB.FNTS
UIS.YADULT.PROFINUMERACY
UIS.XUNIT.GDPCAP.5T8.FSHH
UIS.YR.END.MON.01T5
UIS.XSPENDP.1.FDPUB.FNNONS
UIS.YR.ST.01T5
SE.PRM.BQBR.3
UIS.XSPENDP.3.FDPUB.FNCUR
UIS.TATTRR.2.T
UIS.X.US.02.FSGOV
UIS.X.USCONST.UK.FSGOV
UIS.X.US.5T8.FSGOV
UIS.SLE.56.GPI
UIS.X.PPP.1.FSGOV
UIS.SR.1.G4
UIS.XSPENDP.1.FDPUB.FNNTS
UIS.XUNIT.GDPCAP.3.FSGOV
UIS.YEARS.FC.FREE.1T3
UIS.XSPENDP.2.FDPUB.FNS
UIS.XUNIT.PPPCONST.3.FSGOV
UIS.XGDP.2.FSGOV
UIS.XGDP.23.FSGOV
UIS.XGDP.56.FSGOV
UIS.YR.END.MON.6T8
UIS.XUNIT.PPPCONST.23.FSHH
UIS.YADULT.PROFILITERACY.LSES
UIS.XUNIT.GDPCAP.23.FSHH
UIS.X.US.3.FSGOV
UIS.X.US.FSGOV
UIS.YR.END.6T8
UIS.T.58
